taxid	rank
family	84065
family	84076
family	84083
family	84100
family	84107
family	83869
family	83881
family	83910
family	84298
family	84151
family	84302
family	84305
family	84315
family	84324
family	84333
family	84340
family	84344
family	84348
family	84967
family	84619
family	84642
family	84649
family	84651
family	84654
family	84660
family	84663
family	84683
family	84391
family	84395
family	84398
family	84403
family	84414
family	84526
family	84566
family	85170
family	85174
family	84994
family	84997
family	85002
family	85015
family	85233
family	85243
family	85451
family	85463
family	85016
family	85017
family	85018
family	85019
family	85020
family	85021
family	85022
family	85275
family	85509
family	85510
family	85278
family	85511
family	85513
family	85023
family	85025
family	85026
family	85028
family	85300
family	85301
family	85029
family	85302
family	85303
family	85304
family	85030
family	85554
family	85555
family	85031
family	85032
family	85033
family	85034
family	85067
family	85103
family	85159
family	86118
family	85676
family	85808
family	85821
family	85826
family	86197
family	85901
family	85904
family	85915
family	85705
family	85711
family	85713
family	85771
family	85773
family	85774
family	85775
family	86200
family	86202
family	86214
family	85793
family	86008
family	86014
family	86847
family	86513
family	86516
family	86519
family	86525
family	86528
family	86535
family	86538
family	86541
family	86552
family	86559
family	86562
family	86569
family	86573
family	86576
family	86579
family	86580
family	86589
family	86592
family	86595
family	86598
family	86613
family	86616
family	86619
family	86347
family	86359
family	86367
family	86883
family	86673
family	87837
family	87098
family	87155
family	87166
family	87265
family	88013
family	88021
family	88022
family	88404
family	88067
family	88548
family	88550
family	88553
family	88558
family	88561
family	88564
family	88565
family	88165
family	90142
family	88311
family	88314
family	88317
family	88320
family	88321
family	88322
family	88327
family	88328
family	88329
family	88334
family	88345
family	88854
family	88861
family	88918
family	90256
family	90280
family	90285
family	90290
family	88572
family	88634
family	88640
family	88646
family	88651
family	88654
family	88658
family	88661
family	88666
family	88673
family	88680
family	88694
family	88699
family	88706
family	88709
family	88740
family	88746
family	88749
family	89373
family	89374
family	89377
family	89829
family	89955
family	89975
family	89998
family	90001
family	91050
family	90627
family	91055
family	91768
family	91229
family	91336
family	91337
family	91341
family	90943
family	90951
family	90964
family	91455
family	91562
family	91567
family	91592
family	91377
family	91771
family	91801
family	92223
family	91816
family	91817
family	91818
family	91825
family	91826
family	92227
family	91829
family	91830
family	91831
family	91832
family	91833
family	92236
family	91839
family	91840
family	91841
family	91842
family	91850
family	91851
family	91852
family	92248
family	92070
family	92250
family	92251
family	92089
family	91876
family	93689
family	91884
family	91885
family	91894
family	91895
family	91896
family	91897
family	91898
family	91900
family	91901
family	91902
family	92609
family	92610
family	92611
family	92612
family	92613
family	92614
family	92615
family	92616
family	92684
family	92690
family	92712
family	92713
family	92714
family	93876
family	93884
family	93909
family	93912
family	92103
family	92169
family	92196
family	92213
family	92218
family	92421
family	92425
family	92431
family	92434
family	92557
family	92558
family	93039
family	93044
family	93133
family	93225
family	93700
family	93704
family	93707
family	93708
family	93809
family	94233
family	94243
family	94010
family	94016
family	94017
family	94027
family	93843
family	94667
family	94668
family	94304
family	94669
family	94701
family	94316
family	94496
family	94509
family	94525
family	94777
family	94533
family	94543
family	94550
family	94562
family	94565
family	94566
family	94579
family	94584
family	94587
family	94394
family	94418
family	94598
family	94789
family	94797
family	94804
family	94809
family	94812
family	94816
family	94820
family	94823
family	94829
family	95343
family	95227
family	95274
family	94917
family	94922
family	94930
family	94935
family	94957
family	94959
family	95041
family	96541
family	95677
family	95681
family	95683
family	95686
family	95770
family	95774
family	96674
family	96444
family	96235
family	97151
family	96925
family	97158
family	96776
family	97225
family	96816
family	96822
family	96825
family	96830
family	96833
family	96838
family	96846
family	96849
family	96854
family	97237
family	96859
family	96864
family	97240
family	96867
family	96871
family	97243
family	97246
family	97247
family	97250
family	97254
family	97257
family	97260
family	97263
family	97266
family	97269
family	97272
family	97275
family	97280
family	97283
family	97286
family	97289
family	97292
family	98041
family	97340
family	97343
family	98046
family	98649
family	98081
family	98089
family	98094
family	98097
family	98452
family	98455
family	98650
family	98651
family	98653
family	98654
family	98655
family	98656
family	99213
family	98867
family	98924
family	98953
family	98958
family	98966
family	98973
family	98982
family	98821
family	98850
family	98851
family	99217
family	99224
family	99230
family	99235
family	99707
family	99718
family	99725
family	99737
family	99740
family	102634
family	99401
family	99913
family	99916
family	100025
family	100127
family	100128
family	100129
family	100872
family	100891
family	100971
family	100977
family	100979
family	100982
family	99599
family	99676
family	99677
family	99686
family	99693
family	101087
family	101094
family	101160
family	101663
family	101720
family	101721
family	102263
family	102289
family	102301
family	102312
family	102332
family	102395
family	102398
family	102402
family	102881
family	102658
family	103828
family	103450
family	103457
family	103376
family	103388
family	103393
family	103886
family	103887
family	105691
family	104350
family	104366
family	104424
family	104425
family	104701
family	104716
family	104719
family	104728
family	104737
family	104750
family	104773
family	104780
family	104784
family	104789
family	105647
family	106121
family	104084
family	104123
family	104128
family	104134
family	104174
family	104917
family	104957
family	105415
family	105417
family	105865
family	105990
family	106263
family	105868
family	105871
family	105874
family	105882
family	106737
family	106328
family	106738
family	106768
family	106817
family	106394
family	107393
family	106496
family	107396
family	107434
family	107460
family	107573
family	107808
family	107810
family	107811
family	107812
family	107851
family	107878
family	108099
family	108000
family	107734
family	107755
family	107764
family	107773
family	107778
family	108853
family	108233
family	108234
family	108236
family	108241
family	108248
family	108251
family	108254
family	108261
family	108267
family	108275
family	108283
family	108293
family	108303
family	108326
family	108385
family	108386
family	108463
family	108522
family	108608
family	108856
family	109299
family	109300
family	109301
family	109302
family	109303
family	109305
family	109307
family	109308
family	109315
family	109321
family	109332
family	109333
family	109334
family	109943
family	109053
family	109261
family	109751
family	109754
family	109762
family	110010
family	109803
family	109804
family	110015
family	110033
family	109669
family	110034
family	109872
family	109873
family	110035
family	110038
family	109879
family	110040
family	110041
family	110042
family	110043
family	110044
family	110045
family	110046
family	110047
family	110048
family	109915
family	110049
family	110050
family	110051
family	110052
family	110053
family	110055
family	110056
family	110057
family	110058
family	110059
family	110062
family	110124
family	110618
family	111866
family	110508
family	110314
family	110370
family	110844
family	110846
family	111949
family	111522
family	111523
family	111524
family	111525
family	111526
family	111533
family	111534
family	111552
family	111559
family	112440
family	112011
family	113098
family	112100
family	112200
family	112726
family	113113
family	114079
family	112800
family	112804
family	112824
family	112827
family	112848
family	113358
family	112992
family	114096
family	114201
family	114235
family	114240
family	114252
family	114255
family	114736
family	114313
family	114747
family	114751
family	114378
family	114757
family	114848
family	114620
family	114653
family	114660
family	114663
family	114665
family	114666
family	114667
family	114865
family	114888
family	115293
family	114893
family	114907
family	114910
family	114925
family	114949
family	114952
family	115150
family	114957
family	115298
family	115299
family	114970
family	115353
family	115354
family	115376
family	115263
family	115379
family	115910
family	116061
family	115626
family	115784
family	115798
family	115831
family	115834
family	115837
family	115847
family	116066
family	116566
family	116144
family	116151
family	116158
family	116577
family	116578
family	116653
family	116654
family	116655
family	116656
family	116658
family	116659
family	116660
family	116662
family	116664
family	118318
family	116869
family	116872
family	116875
family	116887
family	116893
family	116905
family	116909
family	116914
family	116917
family	116920
family	116922
family	116926
family	116927
family	116930
family	116933
